Timestamp,Symbol,Ask,Bid
2026-02-26 23:34:33.030,XAUUSD,5190.890,5190.850
2026-02-26 23:34:34.023,XAUUSD,5190.890,5190.850
2026-02-26 23:34:35.022,XAUUSD,5190.890,5190.850
2026-02-26 23:34:36.024,XAUUSD,5190.890,5190.850
2026-02-26 23:34:37.034,XAUUSD,5190.890,5190.850
2026-02-26 23:34:38.034,XAUUSD,5190.890,5190.850
2026-02-26 23:34:39.030,XAUUSD,5190.890,5190.850
2026-02-26 23:34:40.029,XAUUSD,5190.890,5190.850
2026-02-26 23:34:41.026,XAUUSD,5190.890,5190.850
2026-02-26 23:34:42.023,XAUUSD,5190.890,5190.850
2026-02-26 23:34:43.024,XAUUSD,5190.890,5190.850
2026-02-26 23:34:44.027,XAUUSD,5190.890,5190.850
2026-02-26 23:34:45.023,XAUUSD,5190.890,5190.850
2026-02-26 23:34:46.017,XAUUSD,5190.890,5190.850
2026-02-26 23:34:47.034,XAUUSD,5190.890,5190.850
2026-02-26 23:34:48.031,XAUUSD,5190.890,5190.850
2026-02-26 23:34:49.024,XAUUSD,5190.890,5190.850
2026-02-26 23:34:50.018,XAUUSD,5190.890,5190.850
2026-02-26 23:34:51.034,XAUUSD,5190.890,5190.850
2026-02-26 23:34:52.025,XAUUSD,5190.890,5190.850
2026-02-26 23:34:53.022,XAUUSD,5190.890,5190.850
2026-02-26 23:34:54.029,XAUUSD,5190.890,5190.850
2026-02-26 23:34:55.022,XAUUSD,5190.890,5190.850
2026-02-26 23:34:56.025,XAUUSD,5190.890,5190.850
2026-02-26 23:34:57.026,XAUUSD,5190.890,5190.850
2026-02-26 23:34:58.021,XAUUSD,5190.890,5190.850
2026-02-26 23:34:59.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:00.056,XAUUSD,5190.890,5190.850
2026-02-26 23:35:01.032,XAUUSD,5190.890,5190.850
2026-02-26 23:35:02.032,XAUUSD,5190.890,5190.850
2026-02-26 23:35:03.018,XAUUSD,5190.890,5190.850
2026-02-26 23:35:04.022,XAUUSD,5190.890,5190.850
2026-02-26 23:35:05.034,XAUUSD,5190.890,5190.850
2026-02-26 23:35:06.030,XAUUSD,5190.890,5190.850
2026-02-26 23:35:07.030,XAUUSD,5190.890,5190.850
2026-02-26 23:35:08.029,XAUUSD,5190.890,5190.850
2026-02-26 23:35:09.030,XAUUSD,5190.890,5190.850
2026-02-26 23:35:10.027,XAUUSD,5190.890,5190.850
2026-02-26 23:35:11.031,XAUUSD,5190.890,5190.850
2026-02-26 23:35:12.028,XAUUSD,5190.890,5190.850
2026-02-26 23:35:13.024,XAUUSD,5190.890,5190.850
2026-02-26 23:35:14.020,XAUUSD,5190.890,5190.850
2026-02-26 23:35:15.022,XAUUSD,5190.890,5190.850
2026-02-26 23:35:16.021,XAUUSD,5190.890,5190.850
2026-02-26 23:35:17.020,XAUUSD,5190.890,5190.850
2026-02-26 23:35:18.021,XAUUSD,5190.890,5190.850
2026-02-26 23:35:19.029,XAUUSD,5190.890,5190.850
2026-02-26 23:35:20.027,XAUUSD,5190.890,5190.850
2026-02-26 23:35:21.025,XAUUSD,5190.890,5190.850
2026-02-26 23:35:22.026,XAUUSD,5190.890,5190.850
2026-02-26 23:35:23.024,XAUUSD,5190.890,5190.850
2026-02-26 23:35:24.022,XAUUSD,5190.890,5190.850
2026-02-26 23:35:25.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:26.027,XAUUSD,5190.890,5190.850
2026-02-26 23:35:27.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:28.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:29.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:30.049,XAUUSD,5190.890,5190.850
2026-02-26 23:35:31.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:32.021,XAUUSD,5190.890,5190.850
2026-02-26 23:35:33.020,XAUUSD,5190.890,5190.850
2026-02-26 23:35:34.024,XAUUSD,5190.890,5190.850
2026-02-26 23:35:35.028,XAUUSD,5190.890,5190.850
2026-02-26 23:35:36.019,XAUUSD,5190.890,5190.850
2026-02-26 23:35:37.033,XAUUSD,5190.890,5190.850
2026-02-26 23:35:38.026,XAUUSD,5190.890,5190.850
2026-02-26 23:35:39.026,XAUUSD,5190.890,5190.850
2026-02-26 23:35:40.020,XAUUSD,5190.890,5190.850
2026-02-26 23:35:41.025,XAUUSD,5190.890,5190.850
2026-02-26 23:35:42.022,XAUUSD,5190.890,5190.850
2026-02-26 23:35:43.019,XAUUSD,5190.890,5190.850
2026-02-26 23:35:44.019,XAUUSD,5190.890,5190.850
2026-02-26 23:35:45.030,XAUUSD,5190.890,5190.850
2026-02-26 23:35:46.025,XAUUSD,5190.890,5190.850
2026-02-26 23:35:47.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:48.016,XAUUSD,5190.890,5190.850
2026-02-26 23:35:49.024,XAUUSD,5190.890,5190.850
2026-02-26 23:35:50.018,XAUUSD,5190.890,5190.850
2026-02-26 23:35:51.020,XAUUSD,5190.890,5190.850
2026-02-26 23:35:52.023,XAUUSD,5190.890,5190.850
2026-02-26 23:35:53.026,XAUUSD,5190.890,5190.850
2026-02-26 23:35:54.022,XAUUSD,5190.890,5190.850
2026-02-26 23:35:55.020,XAUUSD,5190.890,5190.850
2026-02-26 23:35:56.021,XAUUSD,5190.890,5190.850
2026-02-26 23:35:57.016,XAUUSD,5190.890,5190.850
2026-02-26 23:35:58.012,XAUUSD,5190.890,5190.850
2026-02-26 23:35:59.021,XAUUSD,5190.890,5190.850
2026-02-26 23:36:00.022,XAUUSD,5190.890,5190.850
2026-02-26 23:36:01.016,XAUUSD,5190.890,5190.850
2026-02-26 23:36:02.020,XAUUSD,5190.890,5190.850
2026-02-26 23:36:03.023,XAUUSD,5190.890,5190.850
2026-02-26 23:36:04.020,XAUUSD,5190.890,5190.850
2026-02-26 23:36:05.017,XAUUSD,5190.890,5190.850
2026-02-26 23:36:06.027,XAUUSD,5190.890,5190.850
2026-02-26 23:36:07.028,XAUUSD,5190.890,5190.850
2026-02-26 23:36:08.021,XAUUSD,5190.890,5190.850
2026-02-26 23:36:09.029,XAUUSD,5190.890,5190.850
2026-02-26 23:36:10.023,XAUUSD,5190.890,5190.850
2026-02-26 23:36:11.022,XAUUSD,5190.890,5190.850
2026-02-26 23:36:12.017,XAUUSD,5190.890,5190.850
2026-02-26 23:36:13.028,XAUUSD,5190.890,5190.850
2026-02-26 23:36:14.018,XAUUSD,5190.890,5190.850
2026-02-26 23:36:15.050,XAUUSD,5190.890,5190.850
2026-02-26 23:36:16.028,XAUUSD,5190.890,5190.850
2026-02-26 23:36:17.024,XAUUSD,5190.890,5190.850
2026-02-26 23:36:18.010,XAUUSD,5190.890,5190.850
2026-02-26 23:36:19.017,XAUUSD,5190.890,5190.850
2026-02-26 23:36:20.018,XAUUSD,5190.890,5190.850
2026-02-26 23:36:21.032,XAUUSD,5190.890,5190.850
2026-02-26 23:36:22.029,XAUUSD,5190.890,5190.850
2026-02-26 23:36:23.018,XAUUSD,5190.890,5190.850
2026-02-26 23:36:24.024,XAUUSD,5190.890,5190.850
2026-02-26 23:36:25.063,XAUUSD,5190.890,5190.850
2026-02-26 23:36:26.030,XAUUSD,5190.890,5190.850
2026-02-26 23:36:27.040,XAUUSD,5190.890,5190.850
2026-02-26 23:36:28.032,XAUUSD,5190.890,5190.850
2026-02-26 23:36:29.036,XAUUSD,5190.890,5190.850
2026-02-26 23:36:30.009,XAUUSD,5190.890,5190.850
2026-02-26 23:36:31.015,XAUUSD,5190.890,5190.850
2026-02-26 23:36:32.030,XAUUSD,5190.890,5190.850
2026-02-26 23:36:33.031,XAUUSD,5190.890,5190.850
2026-02-26 23:36:34.016,XAUUSD,5190.890,5190.850
2026-02-26 23:36:35.031,XAUUSD,5190.890,5190.850
2026-02-26 23:36:36.029,XAUUSD,5190.890,5190.850
2026-02-26 23:36:37.030,XAUUSD,5190.890,5190.850
2026-02-26 23:36:38.078,XAUUSD,5190.890,5190.850
2026-02-26 23:36:39.021,XAUUSD,5190.890,5190.850
2026-02-26 23:36:40.030,XAUUSD,5190.890,5190.850
2026-02-26 23:36:41.026,XAUUSD,5190.890,5190.850
2026-02-26 23:36:42.017,XAUUSD,5190.890,5190.850
2026-02-26 23:36:43.030,XAUUSD,5190.890,5190.850
2026-02-26 23:36:44.028,XAUUSD,5190.890,5190.850
2026-02-26 23:36:45.030,XAUUSD,5190.890,5190.850
2026-02-26 23:36:46.043,XAUUSD,5190.890,5190.850
2026-02-26 23:36:47.035,XAUUSD,5190.890,5190.850
2026-02-26 23:36:48.035,XAUUSD,5190.890,5190.850
2026-02-26 23:36:49.027,XAUUSD,5190.890,5190.850
2026-02-26 23:36:50.022,XAUUSD,5190.890,5190.850
2026-02-26 23:36:51.020,XAUUSD,5190.890,5190.850
2026-02-26 23:36:52.016,XAUUSD,5190.890,5190.850
2026-02-26 23:36:53.019,XAUUSD,5190.890,5190.850
2026-02-26 23:36:54.020,XAUUSD,5190.890,5190.850
2026-02-26 23:36:55.024,XAUUSD,5190.890,5190.850
2026-02-26 23:36:56.024,XAUUSD,5190.890,5190.850
2026-02-26 23:36:57.022,XAUUSD,5190.890,5190.850
2026-02-26 23:36:58.018,XAUUSD,5190.890,5190.850
2026-02-26 23:36:59.027,XAUUSD,5190.890,5190.850
2026-02-26 23:37:00.036,XAUUSD,5190.890,5190.850
2026-02-26 23:37:01.037,XAUUSD,5190.890,5190.850
2026-02-26 23:37:02.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:03.013,XAUUSD,5190.890,5190.850
2026-02-26 23:37:04.018,XAUUSD,5190.890,5190.850
2026-02-26 23:37:05.012,XAUUSD,5190.890,5190.850
2026-02-26 23:37:06.025,XAUUSD,5190.890,5190.850
2026-02-26 23:37:07.031,XAUUSD,5190.890,5190.850
2026-02-26 23:37:08.034,XAUUSD,5190.890,5190.850
2026-02-26 23:37:09.028,XAUUSD,5190.890,5190.850
2026-02-26 23:37:10.016,XAUUSD,5190.890,5190.850
2026-02-26 23:37:11.021,XAUUSD,5190.890,5190.850
2026-02-26 23:37:12.029,XAUUSD,5190.890,5190.850
2026-02-26 23:37:13.024,XAUUSD,5190.890,5190.850
2026-02-26 23:37:14.018,XAUUSD,5190.890,5190.850
2026-02-26 23:37:15.016,XAUUSD,5190.890,5190.850
2026-02-26 23:37:16.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:17.041,XAUUSD,5190.890,5190.850
2026-02-26 23:37:18.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:19.024,XAUUSD,5190.890,5190.850
2026-02-26 23:37:20.029,XAUUSD,5190.890,5190.850
2026-02-26 23:37:21.025,XAUUSD,5190.890,5190.850
2026-02-26 23:37:22.024,XAUUSD,5190.890,5190.850
2026-02-26 23:37:23.023,XAUUSD,5190.890,5190.850
2026-02-26 23:37:24.025,XAUUSD,5190.890,5190.850
2026-02-26 23:37:25.016,XAUUSD,5190.890,5190.850
2026-02-26 23:37:26.020,XAUUSD,5190.890,5190.850
2026-02-26 23:37:27.034,XAUUSD,5190.890,5190.850
2026-02-26 23:37:28.026,XAUUSD,5190.890,5190.850
2026-02-26 23:37:29.023,XAUUSD,5190.890,5190.850
2026-02-26 23:37:30.020,XAUUSD,5190.890,5190.850
2026-02-26 23:37:31.025,XAUUSD,5190.890,5190.850
2026-02-26 23:37:32.030,XAUUSD,5190.890,5190.850
2026-02-26 23:37:33.028,XAUUSD,5190.890,5190.850
2026-02-26 23:37:34.026,XAUUSD,5190.890,5190.850
2026-02-26 23:37:35.011,XAUUSD,5190.890,5190.850
2026-02-26 23:37:36.017,XAUUSD,5190.890,5190.850
2026-02-26 23:37:37.038,XAUUSD,5190.890,5190.850
2026-02-26 23:37:38.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:39.024,XAUUSD,5190.890,5190.850
2026-02-26 23:37:40.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:41.020,XAUUSD,5190.890,5190.850
2026-02-26 23:37:42.023,XAUUSD,5190.890,5190.850
2026-02-26 23:37:43.024,XAUUSD,5190.890,5190.850
2026-02-26 23:37:44.021,XAUUSD,5190.890,5190.850
2026-02-26 23:37:45.015,XAUUSD,5190.890,5190.850
2026-02-26 23:37:46.024,XAUUSD,5190.890,5190.850
2026-02-26 23:37:47.027,XAUUSD,5190.890,5190.850
2026-02-26 23:37:48.032,XAUUSD,5190.890,5190.850
2026-02-26 23:37:49.007,XAUUSD,5190.890,5190.850
2026-02-26 23:37:50.011,XAUUSD,5190.890,5190.850
2026-02-26 23:37:51.018,XAUUSD,5190.890,5190.850
2026-02-26 23:37:52.015,XAUUSD,5190.890,5190.850
2026-02-26 23:37:53.028,XAUUSD,5190.890,5190.850
2026-02-26 23:37:54.029,XAUUSD,5190.890,5190.850
2026-02-26 23:37:55.022,XAUUSD,5190.890,5190.850
2026-02-26 23:37:56.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:57.019,XAUUSD,5190.890,5190.850
2026-02-26 23:37:58.017,XAUUSD,5190.890,5190.850
2026-02-26 23:37:59.014,XAUUSD,5190.890,5190.850
2026-02-26 23:38:00.016,XAUUSD,5190.890,5190.850
2026-02-26 23:38:01.013,XAUUSD,5190.890,5190.850
2026-02-26 23:38:02.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:03.018,XAUUSD,5190.890,5190.850
2026-02-26 23:38:04.014,XAUUSD,5190.890,5190.850
2026-02-26 23:38:05.038,XAUUSD,5190.890,5190.850
2026-02-26 23:38:06.016,XAUUSD,5190.890,5190.850
2026-02-26 23:38:07.030,XAUUSD,5190.890,5190.850
2026-02-26 23:38:08.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:09.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:10.019,XAUUSD,5190.890,5190.850
2026-02-26 23:38:11.024,XAUUSD,5190.890,5190.850
2026-02-26 23:38:12.024,XAUUSD,5190.890,5190.850
2026-02-26 23:38:13.017,XAUUSD,5190.890,5190.850
2026-02-26 23:38:14.111,XAUUSD,5190.890,5190.850
2026-02-26 23:38:15.026,XAUUSD,5190.890,5190.850
2026-02-26 23:38:16.014,XAUUSD,5190.890,5190.850
2026-02-26 23:38:17.031,XAUUSD,5190.890,5190.850
2026-02-26 23:38:18.032,XAUUSD,5190.890,5190.850
2026-02-26 23:38:19.034,XAUUSD,5190.890,5190.850
2026-02-26 23:38:20.024,XAUUSD,5190.890,5190.850
2026-02-26 23:38:21.030,XAUUSD,5190.890,5190.850
2026-02-26 23:38:22.043,XAUUSD,5190.890,5190.850
2026-02-26 23:38:23.025,XAUUSD,5190.890,5190.850
2026-02-26 23:38:24.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:25.029,XAUUSD,5190.890,5190.850
2026-02-26 23:38:26.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:27.049,XAUUSD,5190.890,5190.850
2026-02-26 23:38:28.025,XAUUSD,5190.890,5190.850
2026-02-26 23:38:29.022,XAUUSD,5190.890,5190.850
2026-02-26 23:38:30.017,XAUUSD,5190.890,5190.850
2026-02-26 23:38:31.015,XAUUSD,5190.890,5190.850
2026-02-26 23:38:32.027,XAUUSD,5190.890,5190.850
2026-02-26 23:38:33.030,XAUUSD,5190.890,5190.850
2026-02-26 23:38:34.030,XAUUSD,5190.890,5190.850
2026-02-26 23:38:35.034,XAUUSD,5190.890,5190.850
2026-02-26 23:38:36.030,XAUUSD,5190.890,5190.850
2026-02-26 23:38:37.024,XAUUSD,5190.890,5190.850
2026-02-26 23:38:38.022,XAUUSD,5190.890,5190.850
2026-02-26 23:38:39.018,XAUUSD,5190.890,5190.850
2026-02-26 23:38:40.018,XAUUSD,5190.890,5190.850
2026-02-26 23:38:41.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:42.022,XAUUSD,5190.890,5190.850
2026-02-26 23:38:43.020,XAUUSD,5190.890,5190.850
2026-02-26 23:38:44.017,XAUUSD,5190.890,5190.850
2026-02-26 23:38:45.030,XAUUSD,5190.890,5190.850
2026-02-26 23:38:46.023,XAUUSD,5190.890,5190.850
2026-02-26 23:38:47.019,XAUUSD,5190.890,5190.850
2026-02-26 23:38:48.019,XAUUSD,5190.890,5190.850
2026-02-26 23:38:49.027,XAUUSD,5190.890,5190.850
2026-02-26 23:38:50.026,XAUUSD,5190.890,5190.850
2026-02-26 23:38:51.025,XAUUSD,5190.890,5190.850
2026-02-26 23:38:52.028,XAUUSD,5190.890,5190.850
2026-02-26 23:38:53.025,XAUUSD,5190.890,5190.850
2026-02-26 23:38:54.026,XAUUSD,5190.890,5190.850
2026-02-26 23:38:55.024,XAUUSD,5190.890,5190.850
2026-02-26 23:38:56.024,XAUUSD,5190.890,5190.850
2026-02-26 23:38:57.019,XAUUSD,5190.890,5190.850
2026-02-26 23:38:58.014,XAUUSD,5190.890,5190.850
2026-02-26 23:38:59.013,XAUUSD,5190.890,5190.850
2026-02-26 23:39:00.019,XAUUSD,5190.890,5190.850
2026-02-26 23:39:01.014,XAUUSD,5190.890,5190.850
2026-02-26 23:39:02.036,XAUUSD,5190.890,5190.850
2026-02-26 23:39:03.019,XAUUSD,5190.890,5190.850
2026-02-26 23:39:04.016,XAUUSD,5190.890,5190.850
2026-02-26 23:39:05.019,XAUUSD,5190.890,5190.850
2026-02-26 23:39:06.015,XAUUSD,5190.890,5190.850
2026-02-26 23:39:07.022,XAUUSD,5190.890,5190.850
2026-02-26 23:39:08.019,XAUUSD,5190.890,5190.850
2026-02-26 23:39:09.018,XAUUSD,5190.890,5190.850
2026-02-26 23:39:10.013,XAUUSD,5190.890,5190.850
2026-02-26 23:39:11.016,XAUUSD,5190.890,5190.850
2026-02-26 23:39:12.033,XAUUSD,5190.890,5190.850
2026-02-26 23:39:13.053,XAUUSD,5190.890,5190.850
2026-02-26 23:39:14.025,XAUUSD,5190.890,5190.850
2026-02-26 23:39:15.026,XAUUSD,5190.890,5190.850
2026-02-26 23:39:16.022,XAUUSD,5190.890,5190.850
2026-02-26 23:39:17.019,XAUUSD,5190.890,5190.850
2026-02-26 23:39:18.020,XAUUSD,5190.890,5190.850
2026-02-26 23:39:19.025,XAUUSD,5190.890,5190.850
2026-02-26 23:39:20.030,XAUUSD,5190.890,5190.850
2026-02-26 23:39:21.046,XAUUSD,5190.890,5190.850
2026-02-26 23:39:22.028,XAUUSD,5190.890,5190.850
2026-02-26 23:39:23.028,XAUUSD,5190.890,5190.850
2026-02-26 23:39:24.028,XAUUSD,5190.890,5190.850
2026-02-26 23:39:25.028,XAUUSD,5190.890,5190.850
2026-02-26 23:39:26.041,XAUUSD,5190.890,5190.850
2026-02-26 23:39:27.027,XAUUSD,5190.890,5190.850
2026-02-26 23:39:28.022,XAUUSD,5190.890,5190.850
2026-02-26 23:39:29.015,XAUUSD,5190.890,5190.850
2026-02-26 23:39:30.019,XAUUSD,5190.890,5190.850
2026-02-26 23:39:31.037,XAUUSD,5190.890,5190.850
2026-02-26 23:39:32.021,XAUUSD,5190.890,5190.850
2026-02-26 23:39:33.016,XAUUSD,5190.890,5190.850
2026-02-26 23:39:34.014,XAUUSD,5190.890,5190.850
2026-02-26 23:39:35.014,XAUUSD,5190.890,5190.850
2026-02-26 23:39:36.014,XAUUSD,5190.890,5190.850
2026-02-26 23:39:37.013,XAUUSD,5190.890,5190.850
2026-02-26 23:39:38.012,XAUUSD,5190.890,5190.850
2026-02-26 23:39:39.010,XAUUSD,5190.890,5190.850
2026-02-26 23:39:40.023,XAUUSD,5190.890,5190.850
2026-02-26 23:39:41.024,XAUUSD,5190.890,5190.850
2026-02-26 23:39:42.023,XAUUSD,5190.890,5190.850
2026-02-26 23:39:43.027,XAUUSD,5190.890,5190.850
2026-02-26 23:39:44.013,XAUUSD,5190.890,5190.850
2026-02-26 23:39:45.015,XAUUSD,5190.890,5190.850
2026-02-26 23:39:46.013,XAUUSD,5190.890,5190.850
2026-02-26 23:39:47.018,XAUUSD,5190.890,5190.850
2026-02-26 23:39:48.014,XAUUSD,5190.890,5190.850
2026-02-26 23:39:49.022,XAUUSD,5190.890,5190.850
2026-02-26 23:39:50.022,XAUUSD,5190.890,5190.850
2026-02-26 23:39:51.021,XAUUSD,5190.890,5190.850
2026-02-26 23:39:52.016,XAUUSD,5190.890,5190.850
2026-02-26 23:39:53.014,XAUUSD,5190.890,5190.850
2026-02-26 23:39:54.008,XAUUSD,5190.890,5190.850
2026-02-26 23:39:55.012,XAUUSD,5190.890,5190.850
2026-02-26 23:39:56.016,XAUUSD,5190.890,5190.850
2026-02-26 23:39:57.015,XAUUSD,5190.890,5190.850
2026-02-26 23:39:58.017,XAUUSD,5190.890,5190.850
2026-02-26 23:39:59.014,XAUUSD,5190.890,5190.850
2026-02-26 23:40:00.014,XAUUSD,5190.890,5190.850
2026-02-26 23:40:01.016,XAUUSD,5190.890,5190.850
2026-02-26 23:40:02.020,XAUUSD,5190.890,5190.850
2026-02-26 23:40:03.015,XAUUSD,5190.890,5190.850
2026-02-26 23:40:04.014,XAUUSD,5190.890,5190.850
2026-02-26 23:40:05.012,XAUUSD,5190.890,5190.850
2026-02-26 23:40:06.022,XAUUSD,5190.890,5190.850
2026-02-26 23:40:07.015,XAUUSD,5190.890,5190.850
2026-02-26 23:40:08.015,XAUUSD,5190.890,5190.850
2026-02-26 23:40:09.014,XAUUSD,5190.890,5190.850
2026-02-26 23:40:10.014,XAUUSD,5190.890,5190.850
2026-02-26 23:40:11.023,XAUUSD,5190.890,5190.850
2026-02-26 23:40:12.022,XAUUSD,5190.890,5190.850
2026-02-26 23:40:13.030,XAUUSD,5190.890,5190.850
2026-02-26 23:40:14.039,XAUUSD,5190.890,5190.850
2026-02-26 23:40:15.020,XAUUSD,5190.890,5190.850
2026-02-26 23:40:16.017,XAUUSD,5190.890,5190.850
2026-02-26 23:40:17.011,XAUUSD,5190.890,5190.850
2026-02-26 23:40:18.026,XAUUSD,5190.890,5190.850
2026-02-26 23:40:19.025,XAUUSD,5190.890,5190.850
2026-02-26 23:40:20.023,XAUUSD,5190.890,5190.850
2026-02-26 23:40:21.030,XAUUSD,5190.890,5190.850
2026-02-26 23:40:22.038,XAUUSD,5190.890,5190.850
2026-02-26 23:40:23.015,XAUUSD,5190.890,5190.850
2026-02-26 23:40:24.038,XAUUSD,5190.890,5190.850
2026-02-26 23:40:25.017,XAUUSD,5190.890,5190.850
2026-02-26 23:40:26.040,XAUUSD,5190.890,5190.850
2026-02-26 23:40:27.025,XAUUSD,5190.890,5190.850
2026-02-26 23:40:28.022,XAUUSD,5190.890,5190.850
2026-02-26 23:40:29.017,XAUUSD,5190.890,5190.850
2026-02-26 23:40:30.016,XAUUSD,5190.890,5190.850
2026-02-26 23:40:31.025,XAUUSD,5190.890,5190.850
2026-02-26 23:40:32.023,XAUUSD,5190.890,5190.850
2026-02-26 23:40:33.025,XAUUSD,5190.890,5190.850
2026-02-26 23:40:34.015,XAUUSD,5190.890,5190.850
2026-02-26 23:40:35.020,XAUUSD,5190.890,5190.850
2026-02-26 23:40:36.015,XAUUSD,5190.890,5190.850
2026-02-26 23:40:37.012,XAUUSD,5190.890,5190.850
2026-02-26 23:40:38.014,XAUUSD,5190.890,5190.850
2026-02-26 23:40:39.022,XAUUSD,5190.890,5190.850
2026-02-26 23:40:40.017,XAUUSD,5190.890,5190.850
2026-02-26 23:40:41.011,XAUUSD,5190.890,5190.850
2026-02-26 23:40:42.028,XAUUSD,5190.890,5190.850
2026-02-26 23:40:43.020,XAUUSD,5190.890,5190.850
2026-02-26 23:40:44.019,XAUUSD,5190.890,5190.850
